Respondent ID,Age Group,Education,Income Bracket,Living Area,Prior ADR Exposure,Tech Familiarity (1-5),General ADR Attitude (1-5),Privacy Concerns,Safety Concerns,Job Displacement,Public Space Impact,Reliability Concerns
1570,46-60,Some College,30k-60k,Rural,Seen,3.9,4.0,3.3,4.7,4.6,3.8,3.0
1571,46-60,Bachelor's,100k-150k,Suburban,Seen,4.2,2.7,3.2,4.3,3.5,3.4,2.9
1572,46-60,Bachelor's,<30k,Urban,Seen,3.7,3.0,2.9,3.9,4.9,4.3,2.9
1573,46-60,High School,30k-60k,Suburban,None,4.9,3.6,4.1,3.7,5.0,3.7,2.7
1574,46-60,High School,30k-60k,Suburban,None,4.6,4.4,3.2,5.0,4.5,4.4,2.6
1575,46-60,High School,30k-60k,Urban,Seen,3.6,3.4,3.6,4.3,4.4,3.9,3.8
1576,46-60,High School,30k-60k,Suburban,Seen,4.0,3.5,4.0,4.3,5.0,4.5,2.9
1577,46-60,Some College,<30k,Suburban,Seen,5.0,3.8,3.8,3.9,4.4,3.9,2.5
1578,46-60,Bachelor's,30k-60k,Suburban,None,3.3,3.2,3.6,4.6,4.7,3.9,2.9
1579,46-60,Some College,>150k,Urban,None,4.5,3.4,3.5,5.0,4.8,3.9,2.7
1580,46-60,Bachelor's,30k-60k,Suburban,None,2.8,2.8,3.6,3.8,4.8,3.3,3.5
1581,46-60,High School,30k-60k,Suburban,None,4.9,3.7,3.3,2.5,5.0,3.3,2.7
1582,46-60,Bachelor's,30k-60k,Urban,None,4.8,4.2,3.6,4.4,4.7,3.7,2.7
1583,46-60,Graduate Degree,<30k,Urban,None,2.6,2.7,3.1,3.9,5.0,3.9,2.9
1584,46-60,High School,<30k,Urban,None,4.5,3.9,3.8,4.1,5.0,4.4,3.8
1585,46-60,Some College,<30k,Urban,None,4.2,2.8,3.0,3.6,4.7,4.3,3.1
1586,46-60,Bachelor's,<30k,Urban,None,3.0,2.2,3.5,4.3,5.0,3.8,3.5
1587,46-60,Bachelor's,60k-100k,Rural,Seen,3.5,2.5,2.7,4.0,5.0,5.0,3.0
1588,46-60,Some College,<30k,Urban,None,4.6,3.7,2.4,4.4,4.6,3.6,3.3
1589,46-60,Graduate Degree,30k-60k,Urban,None,2.9,3.2,3.0,3.7,3.6,3.6,2.0
1590,46-60,High School,<30k,Suburban,None,4.0,3.6,3.3,5.0,4.6,4.2,3.0
1591,46-60,High School,100k-150k,Suburban,None,2.8,2.5,3.0,4.5,4.8,3.2,3.6
1592,46-60,Bachelor's,>150k,Urban,Seen,3.6,3.4,3.3,3.5,5.0,3.0,3.0
1593,46-60,Graduate Degree,60k-100k,Suburban,None,3.6,3.3,3.6,3.2,3.8,3.3,2.3
1594,46-60,Bachelor's,<30k,Urban,None,4.3,2.8,2.6,4.5,5.0,3.9,3.6
1595,46-60,Some College,60k-100k,Urban,None,3.9,3.0,2.5,4.7,5.0,4.5,2.7
1596,46-60,Graduate Degree,<30k,Rural,None,3.1,2.7,2.8,5.0,4.7,3.7,2.9
1597,46-60,High School,30k-60k,Suburban,None,3.7,3.5,4.3,3.4,4.7,3.8,2.9
1598,46-60,Graduate Degree,30k-60k,Suburban,Interacted,4.1,4.7,3.6,4.1,4.0,3.6,3.2
1599,46-60,Bachelor's,30k-60k,Rural,Interacted,4.6,4.0,3.5,4.6,3.9,4.1,3.8
1600,46-60,Some College,60k-100k,Rural,Interacted,5.0,3.9,3.4,4.0,4.1,3.3,3.3
1601,46-60,Graduate Degree,>150k,Urban,Seen,2.6,2.9,3.6,4.9,4.6,3.1,3.9
1602,46-60,Graduate Degree,100k-150k,Rural,None,4.2,3.0,3.0,3.9,4.3,2.1,4.2
1603,46-60,Some College,<30k,Urban,None,4.2,3.4,4.0,4.5,5.0,2.9,3.3
1604,46-60,Bachelor's,>150k,Rural,None,3.5,2.2,3.0,4.4,4.9,3.7,3.8
1605,46-60,High School,30k-60k,Suburban,None,5.0,3.3,3.1,3.8,5.0,4.5,3.2
1606,46-60,Some College,>150k,Suburban,None,5.0,4.2,2.5,4.2,4.3,4.1,3.2
1607,46-60,Bachelor's,100k-150k,Suburban,None,2.8,2.1,3.4,4.1,5.0,4.3,3.2
1608,46-60,Bachelor's,100k-150k,Suburban,None,4.0,3.7,3.6,4.5,5.0,3.5,3.0
1609,46-60,Bachelor's,60k-100k,Urban,None,4.2,2.9,2.6,3.5,4.6,4.0,3.2
1610,46-60,Some College,<30k,Suburban,None,3.4,4.4,3.2,4.7,4.7,5.0,3.3
1611,46-60,Bachelor's,60k-100k,Suburban,None,4.5,4.0,2.9,4.6,4.0,4.2,4.1
1612,46-60,Bachelor's,60k-100k,Rural,None,2.9,2.2,3.0,4.0,4.5,4.4,3.7
1613,46-60,Graduate Degree,<30k,Suburban,None,4.6,4.2,3.2,4.3,4.2,4.5,3.7
1614,46-60,Bachelor's,30k-60k,Suburban,Seen,4.1,2.1,3.3,4.2,4.6,4.0,3.7
1615,46-60,Some College,30k-60k,Rural,Seen,4.8,4.4,3.0,4.4,5.0,4.1,2.9
1616,46-60,Some College,60k-100k,Suburban,None,2.1,2.8,2.8,3.9,5.0,3.7,2.8
1617,46-60,Bachelor's,<30k,Suburban,None,4.0,3.8,3.5,3.2,3.8,3.6,3.5
1618,46-60,High School,30k-60k,Suburban,None,3.3,2.1,3.3,4.3,4.5,4.6,2.6
1619,46-60,Some College,100k-150k,Urban,Interacted,3.2,3.9,3.2,4.8,4.0,4.0,2.8
1620,46-60,Some College,<30k,Urban,None,2.6,3.1,3.1,5.0,3.9,2.9,2.6
1621,46-60,High School,<30k,Urban,Seen,4.1,3.8,3.1,4.0,5.0,4.4,3.7
1622,46-60,Some College,30k-60k,Urban,Seen,4.4,3.4,3.0,4.1,4.2,3.6,3.1
1623,46-60,Some College,<30k,Suburban,None,3.6,3.1,3.2,3.6,4.2,3.1,3.4
1624,46-60,Bachelor's,<30k,Urban,None,2.4,3.0,3.6,3.6,5.0,4.0,3.3
1625,46-60,Graduate Degree,60k-100k,Suburban,Seen,5.0,4.5,3.6,4.5,5.0,4.1,2.8
1626,46-60,Bachelor's,60k-100k,Urban,Seen,4.5,3.5,2.8,4.3,5.0,3.6,3.5
1627,46-60,High School,60k-100k,Suburban,Interacted,2.8,3.9,2.8,4.8,4.1,4.0,3.4
1628,46-60,Bachelor's,60k-100k,Urban,None,3.5,3.2,3.1,4.2,5.0,3.9,3.6
1629,46-60,Bachelor's,30k-60k,Urban,None,4.0,3.0,2.9,3.8,4.5,4.3,3.0
1630,46-60,Graduate Degree,100k-150k,Suburban,Interacted,2.8,3.1,4.5,4.0,4.9,3.5,3.3
1631,46-60,Bachelor's,30k-60k,Suburban,None,4.5,3.9,2.8,4.3,5.0,4.2,3.3
1632,46-60,High School,<30k,Urban,None,5.0,3.8,3.6,4.2,3.6,4.4,3.7
1633,46-60,Graduate Degree,30k-60k,Rural,Interacted,3.2,3.8,4.0,3.8,4.3,4.0,3.9
1634,46-60,Some College,100k-150k,Suburban,Interacted,3.3,3.2,2.6,4.4,5.0,4.3,2.9
1635,46-60,High School,60k-100k,Suburban,None,4.1,3.2,2.7,5.0,3.3,4.0,2.6
1636,46-60,High School,30k-60k,Rural,Seen,2.9,3.3,2.7,3.5,5.0,4.0,3.3
1637,46-60,Some College,30k-60k,Suburban,None,3.8,3.9,3.3,3.5,4.3,4.8,3.4
1638,46-60,Bachelor's,30k-60k,Urban,Seen,4.6,4.5,2.4,4.4,4.5,4.1,3.6
1639,46-60,High School,30k-60k,Suburban,None,4.0,3.9,3.0,4.3,4.9,3.2,1.6
1640,46-60,Some College,<30k,Urban,None,4.9,4.1,3.0,4.2,4.3,3.5,3.5
1641,46-60,Some College,60k-100k,Suburban,Seen,2.8,2.7,2.2,4.1,4.7,3.9,2.2
1642,46-60,Bachelor's,30k-60k,Urban,None,2.4,3.0,3.2,4.2,4.6,3.5,3.1
1643,46-60,Some College,30k-60k,Urban,None,1.2,1.4,2.8,4.5,4.6,5.0,3.1
1644,46-60,Some College,60k-100k,Suburban,Seen,2.0,3.8,2.6,3.9,5.0,3.0,2.6
1645,46-60,Graduate Degree,60k-100k,Rural,Seen,3.5,4.4,3.4,4.4,4.7,3.9,2.5
1646,46-60,Some College,60k-100k,Rural,Seen,3.1,3.1,3.4,4.1,4.9,3.4,2.5
1647,46-60,Bachelor's,30k-60k,Rural,Seen,4.0,2.8,2.0,4.5,3.6,4.0,2.8
1648,46-60,High School,60k-100k,Suburban,Seen,3.8,2.9,3.6,3.9,4.5,4.0,3.6
1649,46-60,Some College,<30k,Suburban,Interacted,3.7,3.7,3.5,4.7,4.8,3.7,3.4
1650,46-60,Bachelor's,30k-60k,Suburban,None,3.6,3.5,2.8,4.2,4.6,3.8,4.4
1651,46-60,Some College,30k-60k,Suburban,Seen,3.7,1.8,3.1,4.6,4.6,4.6,3.5
1652,46-60,Bachelor's,30k-60k,Urban,None,4.2,3.4,3.7,4.4,4.8,3.6,3.6
1653,46-60,Some College,<30k,Suburban,None,4.4,3.0,2.7,4.1,5.0,4.1,3.4
1654,46-60,High School,<30k,Suburban,Seen,4.4,4.1,2.4,4.7,4.3,4.0,3.3
1655,46-60,Some College,60k-100k,Suburban,Seen,3.4,3.2,3.9,4.7,4.5,3.6,2.4
1656,46-60,Some College,30k-60k,Urban,Seen,4.7,3.8,3.1,3.9,4.9,4.2,4.4
1657,46-60,High School,<30k,Suburban,None,3.3,2.2,2.8,4.8,5.0,4.0,2.7
1658,46-60,Bachelor's,100k-150k,Suburban,None,2.9,2.6,2.9,3.8,4.6,3.4,3.9
1659,46-60,Graduate Degree,>150k,Urban,Seen,3.9,3.7,3.7,3.4,4.5,3.9,3.5
1660,46-60,Graduate Degree,30k-60k,Suburban,None,4.5,3.7,3.1,4.7,4.2,3.6,3.6
1661,46-60,Some College,<30k,Urban,Seen,4.0,3.5,3.4,4.3,4.5,4.5,2.3
1662,46-60,Some College,60k-100k,Rural,Seen,3.9,2.1,2.6,5.0,5.0,4.1,3.4
1663,46-60,Some College,<30k,Suburban,Seen,4.7,3.8,3.3,4.1,5.0,3.2,2.7
1664,46-60,Graduate Degree,100k-150k,Suburban,None,3.4,3.6,3.9,4.2,4.2,3.9,3.7
1665,46-60,Some College,100k-150k,Urban,Interacted,3.9,4.3,2.9,4.7,4.7,4.2,3.1
1666,46-60,Graduate Degree,<30k,Urban,None,4.8,2.9,3.2,3.7,4.5,3.5,3.5
1667,46-60,Some College,60k-100k,Rural,None,2.8,3.1,3.4,4.0,4.4,3.2,2.6
1668,46-60,Graduate Degree,60k-100k,Urban,Seen,1.9,3.2,3.4,3.7,4.0,4.5,2.6
1669,46-60,High School,<30k,Urban,Interacted,3.7,3.9,3.3,4.2,4.8,3.6,2.9
1670,46-60,High School,100k-150k,Urban,Seen,3.0,2.9,3.8,4.6,4.2,3.4,3.7
1671,46-60,Some College,>150k,Urban,Seen,5.0,4.6,3.4,5.0,5.0,3.7,2.9
1672,46-60,Bachelor's,>150k,Urban,Seen,2.9,3.0,3.4,4.8,3.9,4.8,2.4
1673,46-60,Some College,60k-100k,Suburban,None,3.2,2.3,2.6,4.3,5.0,3.7,4.0
1674,46-60,Bachelor's,<30k,Suburban,Seen,3.3,4.1,3.2,4.0,5.0,4.4,3.6
1675,46-60,Bachelor's,60k-100k,Urban,Seen,2.6,3.3,3.5,4.4,4.5,3.7,3.6
1676,46-60,Some College,>150k,Suburban,Seen,3.4,2.3,3.7,5.0,4.6,4.9,3.9
1677,46-60,High School,30k-60k,Suburban,None,3.5,2.5,4.3,4.9,4.9,3.4,3.1
1678,46-60,High School,100k-150k,Urban,Seen,3.4,3.6,3.7,3.9,4.3,3.5,3.7
1679,46-60,Some College,60k-100k,Suburban,Seen,4.4,3.5,3.6,4.4,4.6,3.1,2.5
1680,46-60,Bachelor's,30k-60k,Urban,None,2.7,2.5,2.5,4.6,4.7,4.4,3.5
1681,46-60,Some College,100k-150k,Suburban,Seen,4.2,3.2,3.0,3.8,4.9,4.0,3.2
1682,46-60,High School,60k-100k,Urban,None,4.7,3.3,2.9,4.4,4.3,4.6,3.8
1683,46-60,Some College,<30k,Suburban,Interacted,5.0,3.8,3.1,3.1,5.0,3.5,3.7
1684,46-60,High School,30k-60k,Urban,Seen,4.2,3.4,2.9,4.1,5.0,3.7,4.0
1685,46-60,Bachelor's,100k-150k,Suburban,None,3.4,2.7,2.5,4.1,4.6,3.5,3.7
1686,46-60,High School,<30k,Rural,Seen,2.7,3.4,3.7,4.0,5.0,4.4,2.9
1687,46-60,Some College,30k-60k,Suburban,Interacted,2.3,2.9,3.8,4.1,5.0,3.7,2.9
1688,46-60,Graduate Degree,60k-100k,Suburban,None,2.4,3.4,3.3,4.3,4.6,4.3,3.2
1689,46-60,Some College,30k-60k,Urban,None,3.4,3.3,3.4,4.9,4.1,3.4,3.7
1690,46-60,High School,30k-60k,Suburban,None,4.3,3.7,3.6,4.2,4.8,4.5,3.1
1691,46-60,Some College,>150k,Urban,Seen,2.8,3.2,3.4,3.9,5.0,4.0,3.7
1692,46-60,Bachelor's,30k-60k,Urban,Seen,4.4,4.1,3.0,4.9,4.7,3.3,2.8
1693,46-60,High School,>150k,Suburban,Seen,3.5,3.6,2.0,4.3,4.5,4.1,2.9
1694,46-60,Bachelor's,30k-60k,Suburban,Seen,4.2,3.6,3.9,4.0,5.0,3.6,3.8
1695,46-60,Graduate Degree,30k-60k,Urban,None,3.1,3.4,2.2,4.9,3.7,4.0,2.6
1696,46-60,Graduate Degree,30k-60k,Suburban,None,3.8,3.6,3.3,3.5,4.4,4.1,2.9
1697,46-60,High School,30k-60k,Urban,Seen,5.0,3.6,3.9,4.1,3.6,3.0,4.2
1698,46-60,Bachelor's,60k-100k,Urban,Seen,3.9,3.9,3.6,3.8,3.9,3.2,3.5
1699,46-60,Graduate Degree,<30k,Urban,Seen,4.4,3.9,2.7,4.2,5.0,3.8,3.9
1700,46-60,Bachelor's,30k-60k,Urban,None,4.4,3.0,3.1,4.4,5.0,3.6,4.0
1701,46-60,Bachelor's,60k-100k,Suburban,None,4.8,3.9,3.5,4.0,4.2,3.1,3.4
1702,46-60,Some College,60k-100k,Urban,None,5.0,4.4,3.2,4.2,5.0,4.5,3.1
1703,46-60,Some College,100k-150k,Urban,None,4.0,3.3,2.7,3.8,4.0,4.2,2.9
1704,46-60,Graduate Degree,100k-150k,Rural,Interacted,3.9,3.2,2.6,5.0,5.0,4.6,3.9
1705,46-60,Some College,30k-60k,Suburban,None,4.6,3.3,3.0,3.9,4.4,3.6,3.2
1706,46-60,High School,30k-60k,Urban,Interacted,3.3,3.0,2.7,5.0,4.5,4.8,3.9
1707,46-60,Bachelor's,<30k,Suburban,None,4.4,4.2,3.8,4.3,4.0,3.3,3.6
1708,46-60,Graduate Degree,30k-60k,Urban,None,3.8,2.9,3.5,3.5,5.0,3.7,1.8
1709,46-60,Some College,60k-100k,Suburban,None,5.0,2.8,2.9,4.0,4.2,3.6,3.8
1710,46-60,Graduate Degree,>150k,Suburban,None,3.6,3.3,2.8,4.8,4.2,4.1,2.9
1711,46-60,Graduate Degree,>150k,Rural,None,2.7,2.6,2.4,4.3,3.8,4.8,3.0
1712,46-60,Some College,<30k,Suburban,None,3.2,4.4,3.3,4.0,4.7,4.6,3.4
1713,46-60,High School,60k-100k,Urban,None,3.3,3.3,3.0,5.0,4.3,4.1,3.2
1714,46-60,Bachelor's,60k-100k,Urban,Seen,3.8,3.4,3.8,3.6,4.1,3.5,3.5
1715,46-60,Graduate Degree,60k-100k,Suburban,None,2.9,2.8,3.2,5.0,5.0,4.2,2.9
1716,46-60,Graduate Degree,30k-60k,Urban,None,5.0,3.5,2.5,4.3,5.0,4.5,3.3
1717,46-60,High School,<30k,Urban,Seen,5.0,3.9,3.5,4.3,4.6,3.9,2.8
1718,46-60,Bachelor's,30k-60k,Suburban,None,2.9,1.7,3.1,4.4,5.0,3.4,3.1
1719,46-60,Some College,100k-150k,Suburban,Seen,4.0,3.7,2.8,5.0,5.0,4.1,2.7
1720,46-60,Some College,100k-150k,Urban,Seen,3.7,3.2,3.2,3.7,3.9,4.1,3.0
1721,46-60,High School,60k-100k,Suburban,Seen,4.0,2.7,2.6,5.0,4.9,3.5,3.0
1722,46-60,High School,60k-100k,Suburban,None,2.6,3.6,3.2,4.0,4.1,3.8,3.7
1723,46-60,High School,30k-60k,Suburban,Interacted,3.0,3.2,3.6,4.1,4.4,3.4,3.1
1724,46-60,Some College,30k-60k,Suburban,None,4.1,3.3,2.0,3.3,4.6,4.0,3.8
1725,46-60,Bachelor's,>150k,Suburban,None,2.4,2.9,2.5,3.9,5.0,4.0,2.7
1726,46-60,Graduate Degree,100k-150k,Urban,None,4.4,2.0,3.4,4.8,4.6,3.1,3.4
1727,46-60,High School,60k-100k,Urban,Seen,3.7,3.6,3.8,4.1,5.0,3.8,3.4
1728,46-60,High School,>150k,Suburban,Interacted,4.1,2.8,3.5,4.3,4.9,2.6,2.5
1729,46-60,Some College,<30k,Urban,None,4.1,3.1,3.4,4.1,5.0,4.2,3.3
1730,46-60,Some College,100k-150k,Suburban,None,4.5,3.5,2.6,4.8,4.2,3.3,3.2
1731,46-60,Bachelor's,60k-100k,Urban,None,4.7,3.6,3.2,3.9,4.2,4.5,3.4
1732,46-60,High School,100k-150k,Rural,Seen,4.2,3.2,2.8,3.9,3.5,4.1,3.3
1733,46-60,Bachelor's,<30k,Suburban,None,3.0,3.7,2.9,4.6,4.9,4.6,3.8
1734,46-60,Bachelor's,60k-100k,Rural,None,4.9,3.5,2.7,3.6,4.7,4.0,3.6
1735,46-60,Some College,60k-100k,Urban,Seen,2.3,4.2,2.7,4.1,4.5,4.9,3.0
1736,46-60,Some College,>150k,Urban,None,2.8,2.3,3.3,4.3,5.0,3.7,2.5
1737,46-60,Bachelor's,60k-100k,Urban,Seen,3.1,3.0,3.0,4.6,4.7,3.1,2.8
1738,46-60,Graduate Degree,>150k,Urban,None,3.5,2.3,3.3,2.8,5.0,4.1,3.6
1739,46-60,Some College,>150k,Urban,Seen,3.8,3.7,4.3,4.4,4.2,4.0,3.1
1740,46-60,Some College,>150k,Urban,None,3.6,3.6,3.1,4.8,3.9,3.9,4.0
1741,46-60,Bachelor's,60k-100k,Urban,Seen,3.6,4.0,3.1,4.4,5.0,3.6,3.1
1742,46-60,High School,60k-100k,Suburban,Seen,5.0,3.8,3.2,4.6,5.0,3.4,3.1
1743,46-60,Bachelor's,60k-100k,Suburban,None,4.5,3.9,2.7,4.7,4.9,3.8,3.1
1744,46-60,Bachelor's,60k-100k,Suburban,None,4.3,3.7,2.5,3.8,4.4,4.0,2.9
1745,46-60,Bachelor's,60k-100k,Suburban,Seen,4.1,4.0,2.9,4.0,4.8,5.0,3.1
1746,46-60,High School,>150k,Suburban,None,3.9,4.4,3.0,4.2,4.9,3.8,4.1
1747,46-60,Graduate Degree,60k-100k,Urban,None,4.2,3.5,3.1,4.6,4.2,3.8,3.1
1748,46-60,Bachelor's,<30k,Suburban,None,2.9,2.9,3.1,4.4,5.0,3.9,4.2
1749,46-60,Bachelor's,30k-60k,Suburban,None,3.9,3.5,3.9,4.1,5.0,3.9,3.5
1750,46-60,Some College,100k-150k,Urban,Seen,4.8,3.3,2.7,4.0,4.1,4.6,3.7
1751,46-60,Some College,30k-60k,Suburban,Seen,4.7,3.5,3.0,4.9,3.8,4.2,2.6
1752,46-60,High School,30k-60k,Urban,Seen,4.3,4.4,3.5,3.6,4.6,3.5,3.6
1753,46-60,Graduate Degree,>150k,Suburban,Seen,2.6,4.3,2.9,5.0,4.6,3.7,3.3
1754,46-60,Bachelor's,>150k,Suburban,Seen,3.2,2.5,2.7,4.1,5.0,3.3,1.9
1755,46-60,Bachelor's,60k-100k,Suburban,Seen,3.7,3.2,2.5,3.8,4.1,4.0,3.2
1756,46-60,Some College,>150k,Suburban,None,5.0,3.4,3.3,4.5,4.5,3.6,3.1
1757,46-60,Bachelor's,<30k,Urban,Seen,4.6,3.6,3.6,4.3,4.6,3.6,3.9
1758,46-60,Bachelor's,<30k,Urban,Seen,3.3,3.4,2.9,4.4,5.0,4.0,2.6
1759,46-60,High School,<30k,Urban,Seen,2.5,3.3,2.9,4.7,4.0,4.8,3.2
1760,46-60,Bachelor's,30k-60k,Suburban,Seen,3.1,3.5,3.4,4.6,4.2,4.9,2.8
1761,46-60,Graduate Degree,60k-100k,Urban,None,3.0,3.1,4.1,5.0,4.1,4.7,3.7
1762,46-60,Bachelor's,30k-60k,Suburban,Seen,2.6,3.6,3.4,5.0,4.9,3.6,3.4
1763,46-60,Some College,30k-60k,Suburban,None,5.0,3.2,3.5,4.4,4.1,4.0,2.8
1764,46-60,Bachelor's,<30k,Urban,None,4.1,3.2,3.0,3.9,4.4,3.7,3.2
1765,46-60,Some College,30k-60k,Suburban,None,4.6,4.0,3.9,4.4,4.7,3.8,3.6
1766,46-60,Bachelor's,30k-60k,Urban,None,4.5,3.8,3.3,4.8,5.0,4.7,2.3
1767,46-60,Bachelor's,<30k,Suburban,None,4.5,3.4,3.0,4.7,4.9,4.1,2.6
1768,46-60,High School,<30k,Suburban,Seen,3.1,3.6,3.5,3.9,4.5,4.3,3.5
1769,46-60,Bachelor's,<30k,Urban,Seen,3.4,3.6,3.8,4.1,4.6,2.8,3.0
1770,46-60,High School,<30k,Suburban,None,4.1,3.3,2.9,4.1,4.5,3.2,2.8
1771,46-60,High School,30k-60k,Rural,None,5.0,3.8,3.1,4.8,4.3,4.0,3.1
1772,46-60,Bachelor's,60k-100k,Urban,None,4.6,3.0,2.6,5.0,5.0,3.6,2.9
1773,46-60,Bachelor's,100k-150k,Urban,None,2.8,3.2,3.3,4.5,4.2,3.8,2.7
1774,46-60,Some College,30k-60k,Urban,Seen,4.2,3.8,2.9,3.3,3.9,4.6,3.2
1775,46-60,High School,100k-150k,Urban,Seen,4.4,3.9,3.3,5.0,5.0,4.7,2.8
1776,46-60,Some College,<30k,Urban,Seen,4.5,3.7,2.9,4.5,4.6,4.0,4.1
1777,46-60,Some College,30k-60k,Urban,Interacted,3.9,4.2,3.2,5.0,5.0,4.4,2.5
1778,46-60,Bachelor's,30k-60k,Suburban,Seen,3.3,3.1,4.2,4.4,5.0,4.2,2.7
1779,46-60,Bachelor's,30k-60k,Urban,None,2.4,3.1,3.3,4.8,4.0,3.3,3.0
1780,46-60,Bachelor's,60k-100k,Urban,None,4.3,3.0,2.2,4.9,4.7,4.9,3.6
1781,46-60,Bachelor's,>150k,Urban,None,3.5,3.2,3.1,4.4,5.0,4.9,3.7
1782,46-60,High School,60k-100k,Urban,None,4.2,3.7,3.1,4.5,4.8,3.8,3.3
1783,46-60,Some College,60k-100k,Urban,None,3.6,3.8,2.3,4.4,4.7,4.0,3.6
1784,46-60,Bachelor's,<30k,Urban,None,5.0,3.4,2.8,4.4,4.1,3.6,3.5
1785,46-60,High School,100k-150k,Urban,None,4.6,2.8,3.3,3.6,5.0,3.8,3.2
1786,46-60,Some College,60k-100k,Suburban,None,3.9,4.2,2.6,3.8,4.3,3.5,3.2
1787,46-60,Some College,30k-60k,Rural,Seen,4.5,4.4,3.6,4.2,4.3,4.0,3.5
1788,46-60,Bachelor's,60k-100k,Suburban,Interacted,3.8,3.7,3.8,4.5,5.0,4.1,3.1
1789,46-60,Bachelor's,30k-60k,Urban,Seen,3.9,3.3,3.3,4.0,4.6,4.2,2.2
1790,46-60,High School,<30k,Suburban,None,4.7,3.8,2.3,4.0,4.7,3.6,3.4
1791,46-60,Bachelor's,>150k,Suburban,Seen,3.7,3.7,2.7,4.7,4.5,4.2,3.3
1792,46-60,Bachelor's,60k-100k,Urban,None,3.5,3.0,3.0,4.1,4.0,3.7,4.4
1793,46-60,High School,100k-150k,Urban,Seen,4.8,3.6,3.3,3.8,4.7,3.5,3.0
1794,46-60,Graduate Degree,<30k,Suburban,None,3.7,4.1,3.0,4.0,4.6,4.6,3.1
1795,46-60,Graduate Degree,<30k,Rural,None,5.0,4.1,3.4,4.7,4.7,4.6,3.5
1796,46-60,Some College,30k-60k,Urban,None,3.2,3.3,2.2,4.1,4.2,3.7,3.7
1797,46-60,Some College,<30k,Urban,Seen,4.0,3.2,3.9,5.0,4.5,3.2,3.1
1798,46-60,Some College,60k-100k,Urban,None,5.0,4.2,4.4,4.4,4.9,4.0,2.5
1799,46-60,Bachelor's,<30k,Suburban,None,4.3,3.4,3.3,4.0,5.0,4.2,3.4
1800,46-60,Bachelor's,30k-60k,Urban,Seen,3.5,3.3,3.8,4.6,4.7,3.6,3.7
1801,46-60,High School,30k-60k,Urban,None,3.5,3.2,3.4,4.1,5.0,4.4,3.4
1802,46-60,Graduate Degree,100k-150k,Suburban,None,3.5,3.4,3.8,4.0,4.7,3.8,3.1
1803,46-60,Graduate Degree,60k-100k,Urban,Seen,4.9,4.1,2.4,4.3,4.4,4.0,3.8
1804,46-60,High School,30k-60k,Urban,Seen,3.9,3.7,2.8,4.1,4.1,4.1,2.9
1805,46-60,High School,30k-60k,Suburban,Seen,3.7,3.5,4.0,4.8,3.6,4.3,4.0
1806,46-60,Bachelor's,60k-100k,Urban,None,3.9,3.4,3.0,4.0,4.1,3.2,3.7
1807,46-60,Some College,30k-60k,Urban,None,3.3,3.3,3.2,4.5,4.5,4.3,3.8
1808,46-60,Some College,30k-60k,Suburban,Seen,3.8,2.5,3.3,4.0,5.0,3.6,3.5
1809,46-60,Some College,60k-100k,Suburban,Seen,3.9,3.6,2.7,4.0,4.3,4.6,4.3
1810,46-60,High School,100k-150k,Rural,None,4.8,2.9,3.5,4.5,4.6,3.0,4.3
1811,46-60,High School,<30k,Urban,Seen,3.7,4.2,2.8,3.5,3.7,4.1,2.7
1812,46-60,High School,30k-60k,Urban,None,3.7,3.5,3.4,4.5,4.9,3.8,2.9
1813,46-60,Some College,30k-60k,Suburban,Seen,3.8,3.6,3.0,5.0,3.5,3.9,3.1
1814,46-60,Some College,<30k,Urban,Seen,4.6,4.9,3.2,4.6,4.5,4.1,4.0
1815,46-60,Bachelor's,30k-60k,Suburban,Interacted,4.1,4.7,3.0,4.0,4.4,3.9,3.3
1816,46-60,Some College,30k-60k,Rural,None,4.8,4.5,2.4,4.1,4.3,3.8,3.2
1817,46-60,High School,60k-100k,Rural,Seen,2.2,3.6,2.9,4.9,4.5,3.7,3.3
1818,46-60,High School,30k-60k,Urban,Seen,4.8,3.6,3.6,3.9,5.0,3.8,2.0
1819,46-60,Some College,30k-60k,Suburban,None,3.8,3.3,3.1,4.9,4.4,4.0,2.9
1820,46-60,Some College,60k-100k,Rural,Interacted,4.7,4.8,3.0,4.5,4.3,3.4,3.2
1821,46-60,Some College,>150k,Suburban,None,2.8,2.8,3.2,4.4,4.6,3.4,3.4
1822,46-60,High School,30k-60k,Urban,None,4.0,3.6,4.2,4.8,4.9,5.0,3.8
1823,61+,High School,30k-60k,Suburban,Seen,3.9,3.5,3.3,4.9,4.3,4.8,3.8
1824,61+,High School,100k-150k,Urban,None,4.7,3.2,2.5,5.0,4.8,3.7,3.5
1825,61+,Bachelor's,30k-60k,Suburban,Interacted,3.9,3.2,3.0,4.6,4.9,4.1,3.9
1826,61+,Bachelor's,30k-60k,Urban,Seen,4.3,3.8,2.8,4.2,4.6,3.4,3.8
1827,61+,High School,60k-100k,Suburban,None,4.3,4.1,2.9,4.0,4.2,4.1,4.2
1828,61+,High School,>150k,Suburban,Seen,4.4,3.7,2.4,5.0,4.7,4.9,4.0
1829,61+,Bachelor's,<30k,Rural,None,4.2,3.3,3.5,5.0,3.3,4.1,4.5
1830,61+,Bachelor's,>150k,Suburban,None,3.3,2.7,3.2,5.0,3.4,4.7,4.1
